user	instance_id	displayed_text	sentiment:::positive	entity_annotation:::time	opinion_annotation:::why NO	span_annotation:::organization	span_annotation:::why YES	span_annotation:::time	span_annotation:::why NO	span_annotation:::certain	span_annotation:::Agreement	span_annotation:::NO to Cop City	span_annotation:::person	span_annotation:::uncertain	span_annotation:::Opposition	span_annotation:::resident	span_annotation:::location
test9@test.com	19	>> FRANKLIN JOHNSON MORRIS: [00:08:27] I'm Franklin Johnson, last name Morris. I'm calling to put my training in on how we, and I are not for the extension of another police precinct or thinking of natural land or behind the 20 prisoners that establish anything that they're trying to hide on word. I'm trying to make sure that they're not running elsewhere, please. And for all that, there are plenty of empty parking lots, empty buildings, empty places that have already been built that you should preserve and replenish and renovate if you do want to do this expansion, but I'm obviously against cutting down trees and destroying history, something that is obviously a huge waste of money. You're better off starting all the positive things there to help those in poverty than needed to imprison those who are suing that have been put on probation come back on the $90 million figure. Not quite enough to figure this out. You can't wait to get on enforcement. You should get it for support and then you all have to be enforcement involved. Ya'll have a great day. I want to hear about that soon. Hope y'all make the best decision for weather, you know that we want. Bye. [08:09:56]				[]	[]	[{'start': 35, 'end': 43, 'span': '00:08:27', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 1181, 'end': 1189, 'span': '08:09:56', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	[]	[]	[{'start': 9, 'end': 32, 'span': 'FRANKLIN JOHNSON MORRIS', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 49, 'end': 65, 'span': 'Franklin Johnson', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 77, 'end': 83, 'span': 'Morris', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	15	>> WOMAN #12: [08:04:56] My name is [indiscernible]. I am a resident of City of Atlanta. I oppose the proposal by Joyce Sheperd to lease public land to privately owned corporate funded Atlanta Police Foundation. This land should be used by the residents of the surrounding neighborhood in DeKalb County, not by cops. Cops and cop academy do not keep people safe. The facility will be used to train cops to better use violent suppression tactics against Atlanta civilians with explosives testing and dangerous shooting ranges. The fact that this forest used to be a prison farm underscores the connection between the legacy of slavery to modern day policing. City-wide elections are in November and voters are paying close attention to your vote on the cop academy and issues related to policing and incarceration. We're prepared to vote you out. Again, I oppose Joyce Sheperd proposal and I urge all of you to vote no. [08:06:04]				[]	[]	[{'start': 27, 'end': 35, 'span': '08:04:56', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[{'start': 857, 'end': 901, 'span': 'Cops and cop academy do not keep people safe', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 902, 'end': 1064, 'span': ' The facility will be used to train cops to better use violent suppression tactics against Atlanta civilians with explosives testing and dangerous shooting ranges', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]	[]	[]	[]	[{'start': 15, 'end': 24, 'span': 'WOMAN #12', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[{'start': 366, 'end': 487, 'span': 'I oppose the proposal by Joyce Sheperd to lease public land to privately owned corporate funded Atlanta Police Foundation', 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}, {'start': 1231, 'end': 1262, 'span': 'I oppose Joyce Sheperd proposal', 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}]	[]	"[{'start': 65, 'end': 205, 'span': 'I am a resident of <span class=""span_container"" selection_label=""location"" style=""background-color:rgb(145, 30, 180, 0.25);"">City of Atlanta', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 489, 'end': 685, 'span': 'This land should be used by the residents of the surrounding neighborhood in <span class=""span_container"" selection_label=""location"" style=""background-color:rgb(145, 30, 180, 0.25);"">DeKalb County', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]"
test9@test.com	29	>> AKHIL MOSLEY: [05:46:25] And so, I know people are throwing out a whole bunch of solutions to the matter. I don't have a whole lot of answers, but the first thing that needs to be done is restoring that forest. [05:46:33] [05:46:41] [clapping]. [05:46:41] When it comes to the methods that people use to protest, the fact of the matter is that a lot of people are going unheard, and we can check respectability politics all day and all that other mess. But the fact of the matter is, Tortuguita should be here today. The same policing policies that we are trying to change are what led to his death. That is a direct tie. And so when we're talking today, now contextualizing everything. I think I heard some mess about crime rate, crime rate, crime rate, crime rate. What happened in the last three years? Between March of 2020 and March of 2022, America lost a million people to COVID. This area, we lost thousands of residents to COVID. I'm not even giving in to the rhetoric behind the crime rate, but I'm also understanding that none of us are right now. None of us. And so when we have already made our case known for changing the way policing is done in this city, why are we back here? And the manner in which this whole public comment was conducted was, if not intentionally disruptive, callous of the council. You all knew we were coming. You all knew we were coming. So, what's the issue with the locked doors, the elevators not working, no water present? Going into how people found out if they're speaking. There are some folks who signed up to speak who are in the building, who didn't get the opportunity to speak because the doors were closed. [05:48:21] --- [05:48:21] And then you all took like an hour or so to be able to get the list out so people knew that they were coming up next. None of that is okay. And so moving forward, what does this mean? What happens next depends on you all. I am, as I said it, a DeKalb County resident. Had been for five years, but I was born and raised in Akron, Ohio, where in June of last year, we had lost Jaylen Walker, a 25 years old, to dozens of police bullets in his back. Totally unnecessary. But police departments tend to think of each other like McDonald's and Wendy's rather than part of the same franchise. So, what I'm recognizing is that Cop City ties everything together, because now we don't get to just point out the local instances of police brutality in the future after voting for this. If you all were to do so, we're going to look at whether or not the officers were trained here. We will continue to hold you all accountable, whether or not you all listen to us today and just know that all the tactics that have been used to dissuade us will not work. Know that you all picked the wrong opportunity to pick this facility because people have been inside for the last three years. We outside now.				[]	[]	[]	[]	[]	[]	[]	[{'start': 9, 'end': 21, 'span': 'AKHIL MOSLEY', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	8	>> MICHAEL GERBER: [07:58:55] Hi, my name is Michael Gerber, and I've lived in the city of Atlanta now since 1998. I was a student at Georgia Tech, and then for about 15 years down here, in Salina, and now I live in Midtown. I'm calling to urge the entire council to vote no on the construction of the public training facility that is being proposed to be built on the old prison farm in the southeastern part of the city. I visited numerous that area and gone on some hikes. Also, with a group of friends and some scenic through there, you have a good time, and it's a nice little getaway from the rest of the city. And this is so much potential in that whole area to be another great part to the city and for generations to come. They think that I can potentially become an area where there are some regions that and the tearing down of the trees around there and it would take away from the potential that has to be become a major Park City. Again, I urge you to vote no. There are other places that this facility can be built. Just consider other options here. Thank you very much for your time. Bye. [07:59:48]				[{'start': 405, 'end': 417, 'span': 'Georgia Tech', 'annotation': 'organization', 'schema': 'entity_annotation', 'annotation_title': 'organization'}]	[]	[{'start': 26, 'end': 34, 'span': '07:58:55', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 1640, 'end': 1648, 'span': '07:59:48', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	"[{'start': 694, 'end': 745, 'span': 'I visited numerous that area and gone on some hikes', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 747, 'end': 886, 'span': ""Also, with a group of friends and some scenic through there, you have a good time, and it's a nice little getaway from the rest of the city"", 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 888, 'end': 1001, 'span': 'And this is so much potential in that whole area to be another great part to the city and for generations to come', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]"	[]	[]	[]	[{'start': 9, 'end': 23, 'span': 'MICHAEL GERBER', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 51, 'end': 65, 'span': 'Michael Gerber', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[{'start': 535, 'end': 597, 'span': 'to vote no on the construction of the public training facility', 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}, {'start': 1486, 'end': 1507, 'span': 'I urge you to vote no', 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}]	[]	"[{'start': 71, 'end': 210, 'span': 'I\'ve lived in the city of <span class=""span_container"" selection_label=""location"" style=""background-color:rgb(145, 30, 180, 0.25);"">Atlanta', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 461, 'end': 467, 'span': 'Salina', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 487, 'end': 494, 'span': 'Midtown', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 1003, 'end': 1320, 'span': 'They think that I can potentially become an area where there are some regions that and the tearing down of the trees around there and it would take away from the potential that has to be become a major <span class=""span_container"" selection_label=""location"" style=""background-color:rgb(145, 30, 180, 0.25);"">Park City', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]"
test9@test.com	6	>> MAN #7: [07:57:04] This is [indiscernible]. And I'm in support of the public safety training center on Key Road. Thank you. [07:57:15]				[]	[]	[{'start': 140, 'end': 148, 'span': '07:57:15', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	"[{'start': 63, 'end': 126, 'span': ""I'm in support of the public safety training center on Key Road"", 'annotation': 'Agreement', 'schema': 'entity_annotation', 'annotation_title': 'Agreement'}]"	[]	[{'start': 15, 'end': 21, 'span': 'MAN #7', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	20	>> WELL KASTORI: [08:09:57] My name is Well Kastori. I'm calling because I want you to face the old prison bond. Please, we need green space, we need fresh air, we need major. Union police can find another location. Location farm, it's historic home and priceless in value. Building all those things at the Atlanta police want is this going to bring more pollution? You think it's somewhere that's already destroying. Let's keep our priceless historical prison farm intact. Thank you. [08:10:48]				[]	[]	[{'start': 24, 'end': 32, 'span': '08:09:57', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 492, 'end': 500, 'span': '08:10:48', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[{'start': 127, 'end': 180, 'span': 'we need green space, we need fresh air, we need major', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 182, 'end': 220, 'span': 'Union police can find another location', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 280, 'end': 371, 'span': 'Building all those things at the Atlanta police want is this going to bring more pollution?', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]	[]	[]	[]	[{'start': 8, 'end': 21, 'span': ' WELL KASTORI', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 45, 'end': 57, 'span': 'Well Kastori', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	14	>> ANDREW JOHNSON: [08:04:13] Hi. My name is Andrew Johnson, a resident of DeKalb County. I oppose the proposal by Joyce Sheperd to lease public land to the privately owned corporate funded Atlanta Police Foundation. This land is listed as an area of ecological and historical [indiscernible]. And is designed to benefit the residents of the surrounding neighborhood. [indiscernible]. This proposal lacks a democratic process. Residents were not consulted prior to the proposal. [indiscernible] Vote no on the proposal to lease this land to the Atlanta Police Foundation, and we will remember your vote on this matter in the next election. Thank you. [08:04:56]				"[{'start': 361, 'end': 596, 'span': 'I oppose the proposal by Joyce Sheperd to lease public land to the privately owned corporate funded <span class=""span_container"" selection_label=""organization"" style=""background-color:rgb(255, 225, 25, 0.25);"">Atlanta Police Foundation', 'annotation': 'organization', 'schema': 'entity_annotation', 'annotation_title': 'organization'}, {'start': 1040, 'end': 1225, 'span': 'Vote no on the proposal to lease this land to the <span class=""span_container"" selection_label=""organization"" style=""background-color:rgb(255, 225, 25, 0.25);"">Atlanta Police Foundation', 'annotation': 'organization', 'schema': 'entity_annotation', 'annotation_title': 'organization'}]"	[]	[{'start': 26, 'end': 34, 'span': '08:04:13', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 1471, 'end': 1479, 'span': '08:04:56', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[{'start': 762, 'end': 911, 'span': 'This land is listed as an area of ecological and historical [indiscernible]. And is designed to benefit the residents of the surrounding neighborhood', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 930, 'end': 970, 'span': 'This proposal lacks a democratic process', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 972, 'end': 1022, 'span': 'Residents were not consulted prior to the proposal', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]	[]	[]	[]	[{'start': 8, 'end': 23, 'span': ' ANDREW JOHNSON', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 51, 'end': 65, 'span': 'Andrew Johnson', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	"[{'start': 67, 'end': 200, 'span': 'a resident of <span class=""span_container"" selection_label=""location"" style=""background-color:rgb(145, 30, 180, 0.25);"">DeKalb County', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]"
test9@test.com	32	>> AUDIENCE MEMBERS: [05:50:00] [cheering]. [05:50:00]				[]	[]	[{'start': 28, 'end': 36, 'span': '05:50:00', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 51, 'end': 59, 'span': '05:50:00', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	[]	[]	[{'start': 9, 'end': 25, 'span': 'AUDIENCE MEMBERS', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	21	>> AUDIENCE MEMBERS: [05:42:09] [cheering] Thank you. Next up is Sean Moseley. Is Sean Mosley here? Okay. Sean Mosley? I don't think so. Akhil Gregory for eight minutes. [05:42:33]				[]	[]	[{'start': 28, 'end': 36, 'span': '05:42:09', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 177, 'end': 185, 'span': '05:42:33', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	[]	[]	[{'start': 9, 'end': 25, 'span': 'AUDIENCE MEMBERS', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 71, 'end': 83, 'span': 'Sean Moseley', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 88, 'end': 99, 'span': 'Sean Mosley', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 112, 'end': 123, 'span': 'Sean Mosley', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 143, 'end': 156, 'span': 'Akhil Gregory', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	16	>> MEGHAN MURPHY: [08:06:05] Hi there. My name is Meghan Murphy. Smith is my representative in council. [indiscernible] and do not teargas crowd. That is not what we [indiscernible] please use that money to help protect our kids I do not believe Atlanta police department need another training facility for the Atlanta Police department [indiscernible] [08:07:24]				[{'start': 317, 'end': 342, 'span': 'Atlanta Police department', 'annotation': 'organization', 'schema': 'entity_annotation', 'annotation_title': 'organization'}]	[]	[{'start': 25, 'end': 33, 'span': '08:06:05', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[{'start': 188, 'end': 234, 'span': 'please use that money to help protect our kids', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 235, 'end': 308, 'span': 'I do not believe Atlanta police department need another training facility', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]	[]	[]	[]	[{'start': 9, 'end': 22, 'span': 'MEGHAN MURPHY', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 56, 'end': 69, 'span': 'Meghan Murphy', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 71, 'end': 76, 'span': 'Smith', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	26	>> AUDIENCE MEMBERS: [05:45:20] [cheering]. [05:45:20][0.0]				[]	[]	[{'start': 28, 'end': 36, 'span': '05:45:20', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 51, 'end': 59, 'span': '05:45:20', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	[]	[]	[{'start': 9, 'end': 25, 'span': 'AUDIENCE MEMBERS', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	25	>> AKHIL MOSLEY: [05:44:37] So, what that led to was the Rayshard Brooks bill, which, conveniently enough, the national situation became local for us when we saw another Black man be killed unnecessarily. And reimagining policing in the city of Atlanta. The only thing we're imagining right now is where that policy went. We're left here with a facility that is already behind schedule, over budget, and against the wishes of most of us. And it's also convenient to me how I've been listening to hearing since it started at 1:00. And so where did all the people or the facility go? They disappeared after 15 minutes.				[]	[]	[{'start': 24, 'end': 32, 'span': '05:44:37', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	[]	[]	[{'start': 8, 'end': 21, 'span': ' AKHIL MOSLEY', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 63, 'end': 78, 'span': 'Rayshard Brooks', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[{'start': 251, 'end': 258, 'span': 'Atlanta', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]
test9@test.com	2	>> PRINCE WILLIAM WALTERS: [07:53:21] This is Prince William Walters, a homeowner in Gresham Park, and I'm calling to voice my disapproval of the training facility plan for the old Atlanta prison farm. This place should be used for much more public purposes, and I would very much appreciate you hear the voices of the community and our disapproval of the proposed new training facility in the Atlanta prison farm. We do not want this here. Homeowners have spoken, and we would very much appreciate more community minded use of such land. Thank you for your time. [07:54:03]				[]	[]	[{'start': 34, 'end': 42, 'span': '07:53:21', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 571, 'end': 579, 'span': '07:54:03', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[{'start': 208, 'end': 263, 'span': 'This place should be used for much more public purposes', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]	[]	[]	[]	[{'start': 9, 'end': 31, 'span': 'PRINCE WILLIAM WALTERS', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 52, 'end': 74, 'span': 'Prince William Walters', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[{'start': 130, 'end': 174, 'span': 'my disapproval of the training facility plan', 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}, {'start': 421, 'end': 445, 'span': 'We do not want this here', 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}]	[{'start': 78, 'end': 87, 'span': 'homeowner', 'annotation': 'resident', 'schema': 'entity_annotation', 'annotation_title': 'resident'}]	[{'start': 91, 'end': 103, 'span': 'Gresham Park', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 187, 'end': 206, 'span': 'Atlanta prison farm', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 400, 'end': 419, 'span': 'Atlanta prison farm', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]
test9@test.com	1	>> MARY ROBISNSON: [07:52:03] Hi, my name is Mary Robinson. I'm calling with concerns over the proposed police training facility on Key Road. I'm a resident of the prison farm neighborhood, where the training facility is going to be build. I strongly oppose the proposed police training center for several reasons. The first being that Atlanta police already have nearly 100 acres elsewhere, that they should be using. [indiscernible] property slowly being reclaimed by the surrounding forest wetlands and the hundreds of species of animals that reside there. We find any part of these wetlands and woods that remain in our city as an explosion and negatively impact the efficiency of our natural floodplain as well as the climate. There isn't so much space available in the city of Atlanta itself. Rather than putting the farm on unincorporated DeKalb County because they can get away with that portion already sitting in the street. [indiscernible]. Thank you. [07:53:20]				[]	[]	[{'start': 26, 'end': 34, 'span': '07:52:03', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 970, 'end': 978, 'span': '07:53:20', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	"[{'start': 321, 'end': 423, 'span': 'The first being that Atlanta police already have nearly 100 acres elsewhere, that they should be using', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 441, 'end': 564, 'span': 'property slowly being reclaimed by the surrounding forest wetlands and the hundreds of species of animals that reside there', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 566, 'end': 736, 'span': 'We find any part of these wetlands and woods that remain in our city as an explosion and negatively impact the efficiency of our natural floodplain as well as the climate', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 738, 'end': 803, 'span': ""There isn't so much space available in the city of Atlanta itself"", 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]"	[]	[]	[]	[{'start': 9, 'end': 23, 'span': 'MARY ROBISNSON', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 51, 'end': 65, 'span': 'Mary Robinson.', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[{'start': 246, 'end': 299, 'span': 'I strongly oppose the proposed police training center', 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}]	"[{'start': 148, 'end': 162, 'span': ""I'm a resident"", 'annotation': 'resident', 'schema': 'entity_annotation', 'annotation_title': 'resident'}]"	[{'start': 138, 'end': 146, 'span': 'Key Road', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 852, 'end': 865, 'span': 'DeKalb County', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]
test9@test.com	23	>> MATT WESTMORELAND: [05:42:44] Eight minutes. [05:42:43]				[]	[]	[{'start': 29, 'end': 37, 'span': '05:42:44', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 55, 'end': 63, 'span': '05:42:43', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	[]	[]	[{'start': 9, 'end': 26, 'span': 'MATT WESTMORELAND', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	12	>> FRANK: [08:01:48] Hello, my name is Frank Zachary. I live in the southern neighborhood of District 12. I'm asking you to vote no on the proposal on cutting down South River Forest Area. It's simply, not what the community wants. Thank you. [08:02:07]				[]	[]	[{'start': 17, 'end': 25, 'span': '08:01:48', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 250, 'end': 258, 'span': '08:02:07', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[{'start': 208, 'end': 236, 'span': 'not what the community wants', 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]	[]	[]	[]	[{'start': 9, 'end': 14, 'span': 'FRANK', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 45, 'end': 58, 'span': 'Frank Zachary', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	"[{'start': 112, 'end': 193, 'span': ""I'm asking you to vote no on the proposal on cutting down South River Forest Area"", 'annotation': 'Opposition', 'schema': 'entity_annotation', 'annotation_title': 'Opposition'}]"	[]	[{'start': 99, 'end': 110, 'span': 'District 12', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]
test9@test.com	22	>> AKHIL MOSLEY: [05:42:43] How long do I have? [05:42:44]				[]	[]	[{'start': 24, 'end': 32, 'span': '05:42:43', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}, {'start': 55, 'end': 63, 'span': '05:42:44', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	[]	[]	[]	[]	[{'start': 9, 'end': 21, 'span': 'AKHIL MOSLEY', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	[]	[]
test9@test.com	9	>> CREATURE YOUNG: [07:59:49] Hello. My name is Creature Young. I'm a, South East Atlanta resident. I am calling to express my opposition on the proposal to lease the South River Forest in the old Atlanta prison farm as a police training facility. The Atlanta city design documents themselves pacify the South River Forest is going to be the keystone of Atlanta's future park in a greenspace. So, I don't know why we would not want to be careful planning unless it's an emergency and I don't see an emergency here. So, I think there's lots of other potential places for the training facility. It can go to industrial sites, strip malls, other places in Atlanta that they can make a facility like this. But there's only one work area. And, we believe that these overgrown trees that we're talking about here, that's irreplaceable. Let's keep the forest, and keep this training facility somewhere else. Thank you. [08:00:55]				[]	[]	[{'start': 1452, 'end': 1460, 'span': '08:00:55', 'annotation': 'time', 'schema': 'entity_annotation', 'annotation_title': 'time'}]	"[{'start': 1023, 'end': 1052, 'span': ""I don't see an emergency here"", 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}, {'start': 1058, 'end': 1130, 'span': ""I think there's lots of other potential places for the training facility"", 'annotation': 'why NO', 'schema': 'entity_annotation', 'annotation_title': 'why NO'}]"	[]	[]	[]	[{'start': 9, 'end': 23, 'span': 'CREATURE YOUNG', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}, {'start': 54, 'end': 68, 'span': 'Creature Young', 'annotation': 'person', 'schema': 'entity_annotation', 'annotation_title': 'person'}]	[]	[]	"[{'start': 70, 'end': 104, 'span': ""I'm a, South East Atlanta resident"", 'annotation': 'resident', 'schema': 'entity_annotation', 'annotation_title': 'resident'}]"	"[{'start': 106, 'end': 297, 'span': 'I am calling to express my opposition on the proposal to lease the <span class=""span_container"" selection_label=""location"" style=""background-color:rgb(145, 30, 180, 0.25);"">South River Forest', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 309, 'end': 328, 'span': 'Atlanta prison farm', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 524, 'end': 704, 'span': 'The Atlanta city design documents themselves pacify the <span class=""span_container"" selection_label=""location"" style=""background-color:rgb(145, 30, 180, 0.25);"">South River Forest', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}, {'start': 1192, 'end': 1199, 'span': 'Atlanta', 'annotation': 'location', 'schema': 'entity_annotation', 'annotation_title': 'location'}]"
